onset	duration	block	counterbalance	ChosenProbeColor	CorrectProbeColor	CurrentTask	LastITI	ProbeLoc	ProbeMatch	ProbeType	SeqStartTime	SetSize	ThisITI	centralJitter	chooseSequence	correctResp	error	msecProbeRT	probeACC	probeStart	probert	response	runStart	scannerStart	stimFlip	stimStart	subject	trialStart
6.0	3.5	7	1	1	101	1	6.0	1	1	1	0.0	5	0.0	0	1	1	None	1114.0	1	1637260.0	1.11439	1	1637259.0	1637253.0	1637259.0	1637259.0	103	1637259.0
10.5	3.5	7	1	1	21	1	6.0	5	1	1	4.5	3	1.0	0	1	1	None	707.0	0	1637265.0	0.7071878	2	1637259.0	1637253.0	1637263.0	1637263.0	103	1637262.0
15.5	3.5	7	1	9	81	1	6.0	6	2	1	9.5	4	1.5	0	1	2	None	776.0	1	1637270.0	0.7756930999999999	2	1637259.0	1637253.0	1637268.0	1637268.0	103	1637267.0
25.0	3.5	7	1	2	101	1	6.0	7	2	1	19.0	5	6.0	0	1	2	None	1264.0	0	1637279.0	1.264148	1	1637259.0	1637253.0	1637278.0	1637278.0	103	1637272.0
30.5	3.5	7	1	1	121	1	6.0	7	1	1	24.5	1	2.0	0	1	1	None	416.0	1	1637285.0	0.4157564	1	1637259.0	1637253.0	1637283.0	1637283.0	103	1637281.0
35.0	3.5	7	1	9	160	1	6.0	4	2	1	29.0	7	1.0	0	1	2	None	656.0	1	1637289.0	0.6560976	2	1637259.0	1637253.0	1637288.0	1637288.0	103	1637287.0
40.5	3.5	7	1	4	61	1	6.0	3	2	1	34.5	5	2.0	0	1	2	None	823.0	0	1637295.0	0.8226708	1	1637259.0	1637253.0	1637293.0	1637293.0	103	1637291.0
45.0	3.5	7	1	1	141	1	6.0	9	1	1	39.0	1	1.0	0	1	1	None	379.0	1	1637299.0	0.3792954	1	1637259.0	1637253.0	1637298.0	1637298.0	103	1637297.0
49.5	3.5	7	1	9	141	1	6.0	3	2	1	43.5	1	1.0	0	1	2	None	486.0	1	1637304.0	0.4860755	2	1637259.0	1637253.0	1637302.0	1637302.0	103	1637301.0
56.0	3.5	7	1	9	141	1	6.0	5	2	1	50.0	7	3.0	0	1	2	None	765.0	1	1637310.0	0.7648425999999999	2	1637259.0	1637253.0	1637309.0	1637309.0	103	1637306.0
62.5	3.5	7	1	4	81	1	6.0	5	1	1	56.5	5	3.0	0	1	1	None	1240.0	0	1637317.0	1.239703	2	1637259.0	1637253.0	1637315.0	1637315.0	103	1637312.0
67.0	3.5	7	1	1	1	1	6.0	4	2	1	61.0	3	1.0	0	1	2	None	820.0	1	1637321.0	0.8198396000000001	2	1637259.0	1637253.0	1637320.0	1637320.0	103	1637319.0
73.0	3.5	7	1	9	21	1	6.0	3	2	1	67.0	3	2.5	0	1	2	None	628.0	1	1637327.0	0.6278738	2	1637259.0	1637253.0	1637326.0	1637326.0	103	1637323.0
78.0	3.5	7	1	1	21	1	6.0	8	1	1	72.0	1	1.5	0	1	1	None	458.0	1	1637332.0	0.4582741	1	1637259.0	1637253.0	1637331.0	1637331.0	103	1637329.0
83.5	3.5	7	1	9	81	1	6.0	2	2	1	77.5	4	2.0	0	1	2	None	655.0	1	1637338.0	0.6553496999999999	2	1637259.0	1637253.0	1637336.0	1637336.0	103	1637334.0
88.0	3.5	7	1	9	21	1	6.0	6	2	1	82.0	5	1.0	0	1	2	None	757.0	1	1637342.0	0.7565748000000001	2	1637259.0	1637253.0	1637341.0	1637341.0	103	1637340.0
92.5	3.5	7	1	4	101	1	6.0	6	1	1	86.5	4	1.0	0	1	1	None	487.0	1	1637347.0	0.4867619000000001	1	1637259.0	1637253.0	1637345.0	1637345.0	103	1637344.0
99.5	3.5	7	1	1	61	1	6.0	6	1	1	93.5	4	3.5	0	1	1	None	742.0	0	1637354.0	0.741576	2	1637259.0	1637253.0	1637352.0	1637352.0	103	1637349.0
105.0	3.5	7	1	6	41	1	6.0	7	1	1	99.0	7	2.0	0	1	1	None	1399.0	0	1637359.0	1.399165	2	1637259.0	1637253.0	1637358.0	1637358.0	103	1637356.0
113.5	3.5	7	1	1	101	1	6.0	6	1	1	107.5	1	5.0	0	1	1	None	450.0	1	1637368.0	0.44995509999999994	1	1637259.0	1637253.0	1637366.0	1637366.0	103	1637361.0
118.0	3.5	7	1	9	41	1	6.0	5	2	1	112.0	1	1.0	0	1	2	None	598.0	1	1637372.0	0.5978213000000001	2	1637259.0	1637253.0	1637371.0	1637371.0	103	1637370.0
123.5	3.5	7	1	5	41	1	6.0	1	2	1	117.5	7	2.0	0	1	2	None	775.0	1	1637378.0	0.7752534000000001	2	1637259.0	1637253.0	1637376.0	1637376.0	103	1637374.0
128.0	3.5	7	1	5	41	1	6.0	7	2	1	122.0	7	1.0	0	1	2	None	833.0	1	1637382.0	0.8329539	2	1637259.0	1637253.0	1637381.0	1637381.0	103	1637380.0
133.0	3.5	7	1	6	141	1	6.0	5	2	1	127.0	7	1.5	0	1	2	None	864.0	0	1637387.0	0.8637729999999999	1	1637259.0	1637253.0	1637386.0	1637386.0	103	1637384.0
137.5	3.5	7	1	1	81	1	6.0	1	1	1	131.5	3	1.0	0	1	1	None	754.0	1	1637392.0	0.7543946	1	1637259.0	1637253.0	1637390.0	1637390.0	103	1637389.0
144.0	3.5	7	1	9	1	1	6.0	5	2	1	138.0	3	3.0	0	1	2	None	711.0	1	1637398.0	0.7108976	2	1637259.0	1637253.0	1637397.0	1637397.0	103	1637394.0
148.5	3.5	7	1	3	1	1	6.0	4	2	1	142.5	7	1.0	0	1	2	None	1560.0	1	1637403.0	1.560429	2	1637259.0	1637253.0	1637401.0	1637401.0	103	1637400.0
153.0	3.5	7	1	9	21	1	6.0	4	2	1	147.0	5	1.0	0	1	2	None	713.0	1	1637407.0	0.7134313	2	1637259.0	1637253.0	1637406.0	1637406.0	103	1637405.0
158.0	3.5	7	1	9	121	1	6.0	2	2	1	152.0	5	1.5	0	1	2	None	759.0	1	1637412.0	0.7585795	2	1637259.0	1637253.0	1637411.0	1637411.0	103	1637409.0
164.0	3.5	7	1	4	61	1	6.0	8	1	1	158.0	4	2.5	0	1	1	None	764.0	1	1637418.0	0.7636432	1	1637259.0	1637253.0	1637417.0	1637417.0	103	1637414.0
170.0	3.5	7	1	2	21	1	6.0	3	2	1	164.0	3	2.5	0	1	2	None	712.0	1	1637424.0	0.7117226	2	1637259.0	1637253.0	1637423.0	1637423.0	103	1637420.0
177.0	3.5	7	1	9	61	1	6.0	6	2	1	171.0	4	3.5	0	1	2	None	525.0	1	1637431.0	0.525284	2	1637259.0	1637253.0	1637430.0	1637430.0	103	1637426.0
181.5	3.5	7	1	1	41	1	6.0	5	1	1	175.5	5	1.0	0	1	1	None	760.0	0	1637436.0	0.7595506	2	1637259.0	1637253.0	1637434.0	1637434.0	103	1637433.0
186.5	3.5	7	1	3	121	1	6.0	3	2	1	180.5	5	1.5	0	1	2	None	692.0	1	1637441.0	0.6924517	2	1637259.0	1637253.0	1637439.0	1637439.0	103	1637438.0
192.5	3.5	7	1	3	1	1	6.0	6	1	1	186.5	3	2.5	0	1	1	None	520.0	1	1637447.0	0.5203895000000001	1	1637259.0	1637253.0	1637445.0	1637445.0	103	1637443.0
197.0	3.5	7	1	1	61	1	6.0	4	1	1	191.0	3	1.0	0	1	1	None	735.0	1	1637451.0	0.7353293000000001	1	1637259.0	1637253.0	1637450.0	1637450.0	103	1637449.0
202.0	3.5	7	1	4	160	1	6.0	4	1	1	196.0	4	1.5	0	1	1	None	569.0	1	1637456.0	0.5687619	1	1637259.0	1637253.0	1637455.0	1637455.0	103	1637453.0
206.5	3.5	7	1	4	61	1	6.0	5	1	1	200.5	7	1.0	0	1	1	None	993.0	1	1637461.0	0.9926482	1	1637259.0	1637253.0	1637459.0	1637459.0	103	1637458.0
211.0	3.5	7	1	4	61	1	6.0	3	2	1	205.0	4	1.0	0	1	2	None	668.0	1	1637465.0	0.6678512	2	1637259.0	1637253.0	1637464.0	1637464.0	103	1637463.0
216.0	3.5	7	1	4	141	1	6.0	7	1	1	210.0	4	1.5	0	1	1	None	664.0	1	1637470.0	0.6640361	1	1637259.0	1637253.0	1637469.0	1637469.0	103	1637467.0
221.0	3.5	7	1	9	61	1	6.0	3	2	1	215.0	3	1.5	0	1	2	None	652.0	1	1637475.0	0.6520878000000001	2	1637259.0	1637253.0	1637474.0	1637474.0	103	1637472.0
225.5	3.5	7	1	4	41	1	6.0	6	1	1	219.5	7	1.0	0	1	1	None	1175.0	1	1637480.0	1.175427	1	1637259.0	1637253.0	1637478.0	1637478.0	103	1637477.0
231.0	3.5	7	1	2	41	1	6.0	3	1	1	225.0	5	2.0	0	1	1	None	773.0	1	1637485.0	0.7732026	1	1637259.0	1637253.0	1637484.0	1637484.0	103	1637482.0
235.5	3.5	7	1	2	1	1	6.0	6	2	1	229.5	3	1.0	0	1	2	None	704.0	1	1637490.0	0.7041389	2	1637259.0	1637253.0	1637488.0	1637488.0	103	1637487.0
242.0	3.5	7	1	7	160	1	6.0	9	1	1	236.0	7	3.0	0	1	1	None	799.0	1	1637496.0	0.7994733	1	1637259.0	1637253.0	1637495.0	1637495.0	103	1637492.0
247.5	3.5	7	1	1	141	1	6.0	4	2	1	241.5	3	2.0	0	1	2	None	862.0	1	1637502.0	0.8619792	2	1637259.0	1637253.0	1637500.0	1637500.0	103	1637498.0
254.5	3.5	7	1	9	160	1	6.0	4	2	1	248.5	1	3.5	0	1	2	None	669.0	0	1637509.0	0.6690242	1	1637259.0	1637253.0	1637507.0	1637507.0	103	1637504.0
263.5	3.5	7	1	4	61	1	6.0	4	1	1	257.5	7	5.5	0	1	1	None	714.0	0	1637518.0	0.7138709	2	1637259.0	1637253.0	1637516.0	1637516.0	103	1637511.0
268.0	3.5	7	1	1	81	1	6.0	9	1	1	262.0	1	1.0	0	1	1	None	563.0	1	1637522.0	0.5631828000000001	1	1637259.0	1637253.0	1637521.0	1637521.0	103	1637520.0
272.5	3.5	7	1	9	61	1	6.0	6	2	1	266.5	7	1.0	0	1	2	None	716.0	1	1637527.0	0.716491	2	1637259.0	1637253.0	1637525.0	1637525.0	103	1637524.0
278.5	3.5	7	1	9	141	1	6.0	4	2	1	272.5	4	2.5	0	1	2	None	701.0	1	1637533.0	0.7007552	2	1637259.0	1637253.0	1637531.0	1637531.0	103	1637529.0
283.0	3.5	7	1	9	160	1	6.0	5	2	1	277.0	1	1.0	0	1	2	None	475.0	1	1637537.0	0.4748835999999999	2	1637259.0	1637253.0	1637536.0	1637536.0	103	1637535.0
287.5	3.5	7	1	9	61	1	6.0	8	2	1	281.5	5	1.0	0	1	2	None	911.0	1	1637542.0	0.9109943000000001	2	1637259.0	1637253.0	1637540.0	1637540.0	103	1637539.0
292.0	3.5	7	1	9	101	1	6.0	1	2	1	286.0	1	1.0	0	1	2	None	555.0	1	1637546.0	0.5546068000000001	2	1637259.0	1637253.0	1637545.0	1637545.0	103	1637544.0
297.5	3.5	7	1	5	101	1	6.0	9	1	1	291.5	5	2.0	0	1	1	None	742.0	1	1637552.0	0.7418882	1	1637259.0	1637253.0	1637550.0	1637550.0	103	1637548.0
303.5	3.5	7	1	1	1	1	6.0	1	1	1	297.5	1	2.5	0	1	1	None	404.0	1	1637558.0	0.4036973	1	1637259.0	1637253.0	1637556.0	1637556.0	103	1637554.0
310.5	3.5	7	1	3	41	1	6.0	5	1	1	304.5	3	3.5	0	1	1	None	584.0	1	1637565.0	0.5838808000000001	1	1637259.0	1637253.0	1637563.0	1637563.0	103	1637560.0
315.0	3.5	7	1	9	81	1	6.0	1	2	1	309.0	1	1.0	0	1	2	None	578.0	1	1637569.0	0.5783844	2	1637259.0	1637253.0	1637568.0	1637568.0	103	1637567.0
320.0	3.5	7	1	1	141	1	6.0	4	1	1	314.0	4	1.5	0	1	1	None	652.0	1	1637574.0	0.6516578000000001	1	1637259.0	1637253.0	1637573.0	1637573.0	103	1637571.0
326.5	3.5	7	1	3	61	1	6.0	8	2	1	320.5	4	3.0	0	1	2	None	800.0	1	1637581.0	0.8004477	2	1637259.0	1637253.0	1637579.0	1637579.0	103	1637576.0
